lag_minutes,lag_hours,rho_total,rho_total_fit,rho_state_within_record,rho_state_fit,n_pairs
100,1.6666666666666667,0.8844461854416442,0.8844016457961527,0.5068449641721529,0.4359129002606571,107655
105,1.75,0.8802621901348979,0.8798541644388763,0.48954254187851315,0.4181862101123613,107235
110,1.8333333333333333,0.8758196740904979,0.8754059451148278,0.47106222399939723,0.4011803876957289,106815
115,1.9166666666666667,0.8713386619084159,0.8710548211408553,0.4524393435063337,0.38486611844147434,106395
120,2.0,0.8672229132664084,0.8667986731279809,0.43504375786741795,0.3692152798769128,105975
125,2.0833333333333335,0.8635468704053443,0.8626354279490677,0.4195851685303328,0.35420089314855324,105555
130,2.1666666666666665,0.859715044032937,0.8585630577290202,0.40344689626440905,0.3397970765160573,105135
135,2.25,0.8560957734977986,0.8545795788570266,0.38815487876728444,0.32597900073739794,104715
140,2.3333333333333335,0.8528318094016427,0.850683051020362,0.37435143595761566,0.31272284626831104,104295
145,2.4166666666666665,0.8494467445899025,0.8468715762592813,0.3604884052957093,0.30000576220225866,103875
150,2.5,0.8457339252057754,0.8431432980425418,0.34521547523117746,0.2878058268801272,103455
155,2.5833333333333335,0.8423091263716364,0.8394964003631058,0.33107475538051345,0.2761020101017584,103035
160,2.6666666666666665,0.8391661053263227,0.8359291068535815,0.31808266422682885,0.2648741368741736,102615
165,2.75,0.8361079459764357,0.8324396799209721,0.3052640082169229,0.25410285263400045,102195
170,2.8333333333333335,0.8328398401712006,0.8290264199003122,0.2916295854117382,0.24376958988415393,101775
175,2.9166666666666665,0.8292644957221149,0.825687664226777,0.27686614217884287,0.23385653618725805,101355
180,3.0,0.8264019464631622,0.8224217866258646,0.2654861727786373,0.22434660346063667,100935
185,3.0833333333333335,0.8235720969612029,0.8192271963212534,0.25429153078212535,0.2152233985199449,100515
190,3.1666666666666665,0.8211564086282052,0.8161023372599507,0.24466836003832196,0.2064711948206625,100095
195,3.25,0.818686277331045,0.8130456873543556,0.23505479235888596,0.19807490534873878,99675
200,3.3333333333333335,0.8155470744975388,0.8100557577408645,0.22249753292470675,0.19002005661365762,99255
205,3.4166666666666665,0.812486666409369,0.8071310920546612,0.2101240143395039,0.18229276369909198,98835
210,3.5,0.8100967131801556,0.8042702657203353,0.20042897500361176,0.17487970632814,98415
215,3.5833333333333335,0.8071401656565911,0.8014718852579873,0.18842477169063127,0.16776810590188465,97995
220,3.6666666666666665,0.8036653913022582,0.7987345876044765,0.17352559408019774,0.16094570347169534,97575
225,3.75,0.8011622404147075,0.7960570394494881,0.1624954378408984,0.15440073860730097,97155
230,3.8333333333333335,0.7989083127419476,0.7934379365860906,0.15239095021638996,0.14812192912420694,96735
235,3.9166666666666665,0.7961213044902914,0.7908760032754694,0.14009601523770923,0.14209845163551005,96315
240,4.0,0.7937327824852888,0.7883699916255272,0.13002080360179583,0.13631992289458708,95895
245,4.083333333333333,0.7909446153644453,0.785918680983049,0.11789163014999444,0.1307763818964956,95475
250,4.166666666666667,0.7888376731777414,0.7835208773391328,0.10853710904473134,0.12545827270723284,95055
255,4.25,0.7869824670749157,0.7811754127476014,0.0998068893523227,0.12035642799125475,94635
260,4.333333333333333,0.7852514119842431,0.7788811447561058,0.09205685490937598,0.11546205320885927,94215
265,4.416666666666667,0.7835712881256353,0.7766369558496495,0.08477377186242513,0.11076671145619349,93795
270,4.5,0.7811666299464983,0.7744417529062573,0.07445626540710064,0.10626230892175248,93375
275,4.583333333333333,0.7787790009822375,0.772294466664527,0.06429184285846118,0.10194108093429897,92955
280,4.666666666666667,0.7766642611862661,0.770194051202802,0.055547266194664865,0.09779557857815371,92535
285,4.75,0.7741843913319858,0.7681394834297148,0.044711720033330474,0.09381865585278441,92115
290,4.833333333333333,0.7721263619338514,0.7661297625858482,0.03586388652499365,0.09000345735455818,91695
295,4.916666666666667,0.7707157648494168,0.7641639097562755,0.029738694008487096,0.08634340645942387,91275
300,5.0,0.7690378614648389,0.7622409673937414,0.022580913250290303,0.08283219398615375,90855
305,5.083333333333333,0.7673629948448473,0.7603599988522499,0.014810350355044924,0.07946376732060184,90435
310,5.166666666666667,0.7660880966518232,0.7585200879308337,0.009135859044526117,0.07623231998223148,90015
315,5.25,0.7641219542459649,0.7567203384272814,0.000891187699604532,0.0731322816149276,89595
320,5.333333333333333,0.76263619928647,0.7549598737016068,-0.0054712172164785465,0.07015830838483844,89175
325,5.416666666666667,0.7612032022144078,0.753237836249046,-0.011943774334910855,0.06730527376869616,88755
330,5.5,0.759570358382616,0.7515533872823759,-0.019420097103630463,0.06456825971673655,88335
335,5.583333333333333,0.7576751237632476,0.7499057063233486,-0.028172184448156064,0.061942548174983916,87915
340,5.666666666666667,0.7563094550451466,0.7482939908030455,-0.03458978630447006,0.059423612952288596,87495
345,5.75,0.7552321135451516,0.746717455670953,-0.04040627535785236,0.057007111918096695,87078
350,5.833333333333333,0.754065659295486,0.7451753330125734,-0.04698831368643647,0.054688879517502335,86663
355,5.916666666666667,0.7531474403958104,0.7436668716753805,-0.05224406948460438,0.052464919590680795,86248
360,6.0,0.7524844014617218,0.7421913369029409,-0.05643531716896004,0.05033139848432416,85833
375,6.25,0.7500362640626472,0.7379551828899762,-0.07144637439361025,0.04443743224577664,84596
390,6.5,0.7466503522718942,0.7339904171068993,-0.08930503140153409,0.03923366812891183,83366
405,6.75,0.7428130226539555,0.7302796531293505,-0.10790412973660742,0.03463928127836158,82136
420,7.0,0.737746450701264,0.7268066183902374,-0.12872851834469204,0.030582911685416492,80906
435,7.25,0.7329124844842348,0.7235560828207253,-0.14827131073613553,0.027001555824492703,79676
450,7.5,0.7276523706754112,0.720513792062827,-0.1680463244022228,0.02383958808248008,78446
465,7.75,0.7234394278479874,0.7176664049607124,-0.18290365267891187,0.021047896781814564,77216
480,8.0,0.7173013557936752,0.7150014350566231,-0.20371022317440596,0.01858312137798617,75986
495,8.25,0.7118030351013073,0.7125071958348369,-0.2203895547591454,0.016406978983635773,74756
510,8.5,0.7055218302297783,0.7101727494735666,-0.2392795193793261,0.01448566975881409,73526
525,8.75,0.7005529646504796,0.7079878588800549,-0.2550065471993153,0.012789351931925375,72296
540,9.0,0.6962191287447018,0.7059429427985314,-0.26902204339518854,0.011291678297381957,71066
555,9.25,0.6940537403054378,0.7040290337941668,-0.2740503397007353,0.009969386990852163,69836
570,9.5,0.6929053044609362,0.7022377389287763,-0.2753588452417594,0.008801940186023198,68606
585,9.75,0.6895932928301918,0.7005612029558238,-0.28494331236944986,0.00777120510111804,67376
600,10.0,0.6881692288387853,0.6989920738733315,-0.28749267663551226,0.0068611723605598056,66146
615,10.25,0.6866567794345547,0.6975234706836324,-0.29141118973370367,0.0060577073373777116,64916
630,10.5,0.6860253662041205,0.6961489532185884,-0.2921729099746372,0.005348330614205078,63686
645,10.75,0.6854542453438043,0.6948624938979475,-0.29522529245552986,0.004722024152990165,62456
660,11.0,0.6847477078105006,0.693658451296997,-0.2996732870831773,0.004169060162847944,61226
675,11.25,0.6826294161923919,0.6925315454075969,-0.30965728987834495,0.0036808500080287333,59996
690,11.5,0.6824050837972946,0.6914768344841112,-0.31375739667230307,0.0032498108092424024,58766
705,11.75,0.6828777698307924,0.6904896933726985,-0.31711226448567303,0.0028692476663901884,57536
720,12.0,0.6822113633022879,0.6895657932289314,-0.3253639925711028,0.002533249673387828,56306
735,12.25,0.6819625311288375,0.6887010825348024,-0.3331842742892499,0.002236598109982339,55076
750,12.5,0.6819052189170932,0.6878917693318711,-0.33844557425081684,0.00197468538459799,53846
765,12.75,0.6819301095114948,0.6871343045926396,-0.3416100094851622,0.0017434434692318052,52616
780,13.0,0.6809452439550492,0.6864253666572385,-0.34872006478374773,0.001539280714849592,51386
795,13.25,0.6809752271326326,0.6857618466671718,-0.3515867060318377,0.001359026065899266,50156
810,13.5,0.6796489871127228,0.685140834932246,-0.3599204945214817,0.0011998798074814507,48926
825,13.75,0.6782311279086928,0.6845596081708988,-0.36792017922922493,0.001059370080182433,47696
840,14.0,0.6773387004472367,0.6840156175679734,-0.37306103958377423,0.0009353144871579845,46466
855,14.25,0.6779506357431787,0.6835064775975678,-0.3738470006853853,0.000825786197149304,45236
870,14.5,0.6784578571658837,0.683029955561947,-0.3739893302203388,0.0007290840169431957,44006
885,14.75,0.6786121822329101,0.6825839618006416,-0.3747293093930705,0.0006437059684419971,42776
900,15.0,0.6796108655612841,0.682166540526798,-0.3721421130415442,0.0005683259599423262,41546
915,15.25,0.6773608320796637,0.6817758612505964,-0.3761080793310157,0.0005017731892810176,40316
930,15.5,0.675218032372771,0.6814102107521252,-0.37731929298213956,0.00044301395893791987,39086
945,15.75,0.672737656211744,0.6810679855685112,-0.38021125695540925,0.0003911356206477847,37856
960,16.0,0.6719020304374721,0.6807476849623606,-0.37828302771495137,0.0003453324001489666,36626
975,16.25,0.6710277426154182,0.6804479043406745,-0.3793337120382214,0.0003048928818989716,35396
990,16.5,0.6706485460801885,0.6801673290953806,-0.3784756595236393,0.000269188959369466,34166
1005,16.75,0.6720387789817456,0.6799047288384694,-0.36942207415996337,0.00023766607929675125,32936
1020,17.0,0.6713362067390297,0.6796589520064557,-0.36624562228206914,0.00020983462836142103,31706
1035,17.25,0.6726717100241102,0.6794289208105032,-0.35919872731922925,0.00018526232851512196,30476
1050,17.5,0.6737504498026772,0.679213626510069,-0.3540578953400051,0.00016356752283864333,29246
1065,17.75,0.6748658408773047,0.6790121249893404,-0.35083606876362283,0.0001444132476473019,28016
1080,18.0,0.6782398377295261,0.6788235326170665,-0.3440728690765686,0.0001275019987715667,26786
1095,18.25,0.682768765141826,0.6786470223716287,-0.33812177161256035,0.00011257111072280738,25565
1110,18.5,0.6862204185430161,0.6784818202143575,-0.33229000627632743,9.938867697337234e-05,24393
1125,18.75,0.6885104736859614,0.6783272016951927,-0.3245321293138092,8.774994798479861e-05,23223
1140,19.0,0.690148022121488,0.6781824887757996,-0.3164646069733523,7.747415103833009e-05,22053
1155,19.25,0.6945976625542943,0.6780470468562133,-0.3044001051794398,6.840168247335934e-05,20883
1170,19.5,0.6956254358570239,0.6779202819919693,-0.30399116513139646,6.039162872364305e-05,19713
1185,19.75,0.6994059964896842,0.6778016382895183,-0.2969820815675026,5.3319577648032416e-05,18549
1200,20.0,0.7037355292316984,0.677690595468503,-0.2921285865753891,4.707568616130981e-05,17405
